userId,movieId,rating,timestamp
4,1077,5.0,945173692
4,1094,3.0,964538500
4,1136,5.0,986934625
4,1198,3.0,964538728
4,1199,2.0,945078967
4,1219,4.0,964539961
4,1265,4.0,964622684
4,1279,2.0,986934832
4,1597,1.0,945079906
4,1617,2.0,945079837
4,1883,4.0,964622642
4,1967,5.0,945078967
4,2109,4.0,986935016
4,2203,4.0,945079729
4,2336,2.0,964538964
4,2359,4.0,964622590
4,2406,4.0,986935302
4,2683,4.0,945079790
4,2762,4.0,964539986
4,2843,5.0,945078814
4,2858,5.0,964539140
4,2926,5.0,986934870
4,2959,2.0,945078528
4,3083,5.0,964622487
4,3175,1.0,964538930
4,3176,4.0,964539771
4,3317,4.0,986934498
4,3489,1.0,986848908
4,3911,3.0,986849149
4,4002,3.0,986934819
4,4014,1.0,986849254
4,4020,3.0,986848856
4,4033,4.0,986849149
4,4034,5.0,986848753
4,4260,2.0,1007569424
4,4308,1.0,1007569465
4,4896,4.0,1007574532
4,4967,5.0,1007569424
5,36,4.0,847435292
5,110,4.0,847434880
5,266,1.0,847435311
5,290,5.0,847435311
5,316,2.0,847434832
5,344,3.0,847434802
5,357,2.0,847435238
5,457,4.0,847434801
5,475,5.0,847435311
5,531,4.0,847435258
5,590,5.0,847434747
5,596,5.0,847435292
6,2,4.0,845553522
6,4,3.0,845554349
6,5,5.0,845553938
6,10,3.0,845553253
6,11,4.0,845553489
6,36,5.0,845553726
6,45,3.0,845553907
6,50,1.0,845553381
6,86,5.0,845556131
6,102,1.0,845555436
6,104,4.0,845554349
6,112,4.0,845553994
6,126,3.0,845555342
6,141,4.0,845553586
6,150,4.0,845553110
6,168,5.0,845553695
6,171,3.0,845555402
6,179,1.0,845555362
6,186,3.0,845553619
6,191,2.0,845554931
6,196,3.0,845553586
6,201,3.0,845556290
6,207,4.0,845554024
6,208,3.0,845553253
6,218,2.0,845553994
6,222,4.0,845554024
6,224,3.0,845553794
6,243,3.0,845555588
6,251,3.0,845556257
6,252,4.0,845553619
6,253,3.0,845553283
6,254,3.0,845555655
6,257,5.0,845554176
6,271,4.0,845555249
6,279,3.0,845555436
6,282,3.0,845553522
6,288,2.0,845553283
6,292,4.0,845553253
6,302,3.0,845555436
6,310,3.0,845556119
6,314,5.0,845554603
6,342,3.0,845553938
6,350,5.0,845553489
6,351,4.0,845554455
6,354,4.0,845555402
6,357,3.0,845553457
6,362,3.0,845553994
6,367,4.0,845553317
6,374,3.0,845554296
6,412,3.0,845554505
6,416,3.0,845554962
6,419,3.0,845554224
6,458,3.0,845555546
6,469,4.0,845555477
6,500,5.0,845553354
6,502,3.0,845554455
6,509,3.0,845553522
6,515,4.0,845553794
6,536,3.0,845556181
6,540,3.0,845554099
6,590,5.0,845553109
6,592,3.0,845553109
6,593,4.0,845553174
6,628,3.0,845555300
6,647,4.0,845555151
6,697,3.0,845556378
6,704,3.0,845555571
6,709,5.0,845555249
6,719,2.0,845555694
6,775,3.0,845556462
6,780,5.0,845556915
6,830,5.0,845556222
6,835,4.0,845556194
6,839,3.0,845556120
6,848,4.0,845556340
6,852,4.0,845555694
6,867,3.0,845556412
6,1006,4.0,845556694
6,1049,5.0,845556694
7,150,4.5,1106635925
7,750,4.0,1106636810
7,1183,1.5,1106712613
7,1208,4.0,1106635462
7,1210,4.0,1106635965
7,1219,5.0,1106635496
7,1610,4.0,1106635429
7,1682,3.0,1106635653
7,1917,4.0,1106635484
7,2353,3.5,1106635625
7,2529,5.0,1106635640
7,2628,1.5,1106712553
7,2762,4.5,1106635648
7,3408,4.5,1106712549
7,3578,1.5,1106636534
7,3793,3.5,1106635630
7,3916,4.0,1106636596
7,3977,2.5,1106635635
7,4306,4.0,1106635524
7,4886,4.0,1106636531
7,5502,1.5,1106635745
7,6333,4.0,1106636516
7,6365,4.0,1106712831
7,6539,4.5,1106636584
7,6934,2.0,1106712812
7,8207,4.5,1106713442
7,8368,2.5,1106636592
7,8373,2.0,1108602792
7,8636,4.5,1106636511
7,8665,3.5,1108602755
7,8783,1.0,1161738306
7,8798,4.5,1106636602
7,8865,1.0,1106713549
7,8870,3.5,1118025961
7,8965,1.0,1106636095
7,8972,2.5,1111552650
7,8984,4.0,1106636101
7,30812,3.5,1113353083
7,31878,3.5,1118025982
7,32031,1.5,1122940686
7,33493,1.0,1121041079
7,33836,1.0,1125442102
7,49824,3.0,1173051469
8,10,2.0,839463509
8,21,4.0,839463564
8,32,3.0,839463624
8,252,3.0,839463856
8,292,3.0,839463489
8,296,4.0,839463422
8,364,5.0,839463546
8,454,4.0,839463546
8,527,5.0,839463728
8,597,3.0,839463728
9,923,5.0,1044657026
9,1095,4.0,1044657088
9,1674,4.0,1044656650
9,1987,2.0,1044656716
9,2012,4.0,1044657237
9,2023,3.0,1044656650
9,2901,2.0,1044656716
9,3173,2.0,1044656650
9,3735,3.0,1044657051
9,4558,1.0,1044656650
9,5507,1.0,1044656836
9,5893,4.0,1044657144
9,5902,5.0,1044656934
9,5962,1.0,1044657338
9,5965,4.0,1044657185
9,6044,2.0,1044657285
10,296,1.0,1455303387
10,588,4.0,1455306173
10,1088,3.0,1455619275
10,1784,3.5,1455301699
10,2571,0.5,1455356378
10,2762,0.5,1455356388
10,2858,1.0,1455356578
10,2959,0.5,1455356582
10,4306,4.5,1455356595
10,5943,3.0,1455303078
10,5957,3.0,1455397999
10,6155,3.0,1455357557
10,6377,3.5,1455306101
10,6535,4.0,1455398379
10,6942,4.0,1455301621
10,7149,4.0,1455399533
10,7151,3.0,1455302670
10,7153,4.0,1455356347
10,7293,3.5,1455402085
10,8969,3.5,1455302697
10,8970,1.0,1455398160
10,30749,3.5,1455398096
10,31433,2.5,1455357527
10,31685,4.5,1455357602
10,33679,3.0,1455357626
10,51705,4.5,1455359663
10,59333,2.5,1455357564
10,63113,3.5,1455302183
10,84374,3.5,1455357730
10,91529,5.0,1455302120
10,96079,5.0,1455302172
10,97938,1.0,1455398105
10,98203,3.0,1455356994
10,106489,3.5,1455357076
10,107141,2.0,1455399188
10,109374,0.5,1455302315
10,113275,4.5,1455357698
11,36,4.0,902155135
11,44,2.0,902154593
11,110,5.0,902154266
11,153,3.0,902154593
11,208,3.0,902154706
11,292,4.0,902154383
11,356,5.0,901200263
11,377,3.0,902154431
11,434,3.0,902154685
11,466,3.0,902154805
11,493,3.0,902154805
11,511,4.0,902154514
11,589,4.0,902154266
11,593,5.0,902155102
11,733,4.0,902154431
11,1391,1.0,902154685
11,1552,4.0,902154458
11,1584,5.0,902155136
11,1597,4.0,902154487
11,1604,4.0,902154647
11,1616,3.0,902154542
11,1918,4.0,901200070
11,2028,5.0,902153951
12,168,5.0,1247264411
12,261,4.5,1247263357
12,277,3.0,1247263371
12,357,3.5,1247264106
12,1357,5.0,1247263404
12,1876,3.5,1247263334
12,2485,5.0,1247264406
12,2572,5.0,1247263689
12,6942,5.0,1247264138
13,305,1.0,987456968
13,597,3.0,987456968
13,1639,4.0,987456818
13,1721,4.0,987456818
13,3513,3.0,987895651
13,3578,5.0,987895902
13,3717,3.0,987895952
13,3793,4.0,987895902
13,3893,3.0,987895651
13,3952,3.0,987895651
14,25,4.0,835441394
14,105,3.0,835441371
14,193,3.0,835441371
14,231,3.0,835441042
14,344,2.0,835441012
14,356,4.0,835441239
14,376,4.0,835441620
14,383,4.0,835441729
14,434,4.0,835441066
14,477,4.0,835441578
14,491,3.0,835441672
14,540,3.0,835441794
14,593,4.0,835441086
15,158,1.0,1299424840
15,172,1.0,1299424762
15,256,3.0,1299425021
15,356,5.0,1510571873
15,589,5.0,1510572012
15,596,2.0,1510578088
15,849,2.0,1299425064
15,1198,4.0,1510571989
15,1265,3.5,1510572001
15,2001,5.0,1299424826
15,2150,5.0,1299425040
15,2329,4.5,1510572005
15,2959,2.5,1510571747
15,3156,5.0,1510573324
15,4370,4.0,1510573239
15,4993,3.5,1510571754
15,5952,3.5,1510571759
15,7254,3.5,1510572802
15,7438,3.0,1510572163
15,50872,3.0,1510577962
15,68954,3.5,1510577953
15,69757,4.0,1299425345
15,111759,4.5,1510572026
15,112852,1.5,1510571973
15,115149,2.0,1510572159
15,120466,2.5,1510573154
15,166635,3.5,1510572516
16,293,4.0,1377477870
16,318,4.0,1377476766
16,319,4.0,1377476675
16,593,3.0,1377476977
16,849,4.0,1377476589
16,858,2.5,1377476772
16,923,3.5,1377477349
16,1089,4.0,1377477608
16,1136,4.0,1377476972
16,1147,4.0,1377477315
16,1148,4.0,1377476909
16,1186,3.5,1377476649
16,1188,2.5,1377476656
16,1193,4.0,1377476813
16,1197,4.0,1377477008
16,1199,5.0,1377477911
16,1214,4.0,1377477839
16,1299,4.0,1377477583
16,1617,3.5,1377477542
16,2019,4.0,1377476792
16,2329,3.5,1377477278
16,2427,1.5,1377476573
16,3022,3.5,1377477000
16,3108,4.0,1377476635
16,3429,3.5,1377477379
16,5971,4.0,1377477298
16,7361,3.5,1377477402
16,27611,4.0,1377477684
16,58559,4.5,1377476817
16,60069,4.0,1377477834
16,78499,4.5,1377477830
16,79132,3.0,1377476916
17,1,4.5,1305696483
17,111,4.0,1326943208
17,150,3.5,1305696497
17,260,5.0,1305696468
17,296,5.0,1305696455
17,589,4.5,1305696475
17,593,4.5,1305696461
17,910,3.5,1305696226
17,1090,4.5,1322629080
17,1100,3.5,1305696352
17,1198,4.5,1305696619
17,1206,5.0,1322628945
17,1210,5.0,1305696490
17,1228,4.5,1326943248
17,1259,4.0,1305696786
17,1263,4.0,1305696254
17,1270,4.5,1305696846
17,1291,4.0,1305696691
17,2028,4.5,1305696726
17,2329,4.5,1305696670
17,2502,4.5,1322629245
17,2858,4.0,1322628761
17,3039,4.5,1305696285
17,4226,4.0,1305696762
17,7099,5.0,1322628786
17,7153,4.5,1305696820
17,7482,4.0,1305696864
17,27773,4.0,1322628790
17,64839,3.5,1322629112
17,80463,4.0,1305696734
18,1,3.5,1455209816
18,34,2.5,1455617533
18,163,4.0,1455748933
18,231,2.5,1455748462
18,293,4.5,1455050049
18,364,3.0,1455209887
18,374,2.5,1455617791
18,377,2.5,1455209879
18,380,2.5,1455209846
18,555,4.0,1504907725
18,590,4.0,1455209837
18,849,3.5,1455735861
18,908,4.0,1455748398
18,924,4.0,1458516291
18,1020,3.5,1456955800
18,1086,4.0,1473368992
18,1214,4.0,1455050629
18,1222,4.5,1455050183
18,1374,4.5,1456958429
18,1544,3.5,1455735715
18,1608,3.0,1455735712
18,1676,3.5,1455735650
18,1961,4.0,1455050512
18,2012,3.0,1455748610
18,2184,3.0,1512850460
18,2324,4.5,1475001075
18,2329,4.0,1455209651
18,2409,4.0,1455749696
18,2683,2.5,1455231399
18,2706,3.5,1455231410
18,2918,3.5,1455748728
18,2951,4.5,1455735323
18,3052,4.5,1455231506
18,3081,4.0,1455231488
18,3257,3.0,1456864683
18,3275,4.5,1455617700
18,3702,3.5,1457382557
18,3751,3.5,1455529841
18,3793,4.0,1464994762
18,4643,3.0,1456395471
18,5266,3.5,1455050827
18,5459,2.5,1455050758
18,5464,4.0,1458669462
18,5608,4.0,1455821517
18,6377,4.0,1455049810
18,6378,3.0,1455049758
18,6440,4.5,1455617896
18,6787,4.0,1534020896
18,6863,3.5,1455049761
18,7147,4.5,1455049845
18,7254,4.5,1455049744
18,7317,3.0,1455655129
18,8117,4.0,1456859960
18,8368,3.5,1456923938
18,8665,4.0,1455749019
18,8784,3.5,1466969253
18,8984,3.0,1455049865
18,31685,2.0,1455049910
18,32587,3.5,1455654945
18,33004,3.0,1455050852
18,33615,3.5,1455655026
18,34150,3.5,1455049954
18,34405,3.5,1455231107
18,36519,3.0,1455051042
18,38038,4.0,1455049942
18,40819,4.0,1455050836
18,44199,4.5,1455049886
18,45499,4.0,1455231957
18,45517,3.5,1455232017
18,46578,3.5,1455059798
18,48516,4.5,1455049826
18,48780,4.5,1456958431
18,51357,4.0,1521331921
18,53129,3.0,1521323641
18,53318,2.5,1455749879
18,59784,4.0,1455749175
18,60074,2.5,1455749302
18,60756,3.0,1455749449
18,67255,4.5,1456770605
18,68157,3.5,1455059756
18,69122,3.0,1455529969
18,69640,4.0,1456772121
18,69757,4.0,1455750175
18,70286,3.5,1455749255
18,72011,3.5,1455749223
18,72378,3.0,1455529598
18,73017,4.5,1455749266
18,74510,4.5,1456770638
18,74789,3.5,1455051099
18,76077,3.0,1456924816
18,76175,2.5,1456924918
18,78469,3.0,1456750794
18,80489,4.0,1463686312
18,84392,4.5,1459889871
18,86190,3.5,1456924897
18,86628,4.0,1468877753
18,96655,4.0,1499621886
18,97752,3.5,1455617979
18,98124,4.0,1473004465
18,99114,4.0,1455051144
18,106489,3.5,1455051122
18,109374,4.0,1455735216
18,112334,4.5,1456614526
18,115713,4.5,1455051411
18,122892,3.5,1457382463
18,122918,4.0,1510946731
18,122920,3.0,1468354075
18,122924,4.0,1469816977
18,122926,3.5,1510960358
18,134130,4.5,1456693665
18,139385,3.5,1473351954
18,142488,4.5,1486643850
18,158972,3.5,1511651100
18,177593,4.5,1534007386
18,185135,4.5,1534007332
19,2,3.0,965704331
19,13,3.0,965709102
19,15,2.0,965710039
19,64,2.0,965708037
19,70,2.0,965704974
19,135,3.0,965707637
19,153,2.0,965707889
19,235,4.0,965705784
19,258,3.0,965704033
19,344,2.0,965706566
19,367,4.0,965704281
19,374,2.0,965708038
19,377,4.0,965711156
19,407,3.0,965705059
19,423,3.0,965711598
19,427,3.0,965712068
19,434,3.0,965709832
19,442,3.0,965703811
19,512,2.0,965703885
19,537,1.0,965707576
19,542,2.0,965707983
19,543,3.0,965706232
19,546,2.0,965704079
19,551,5.0,965706163
19,586,3.0,965707079
19,587,3.0,965706438
19,610,3.0,965703785
19,627,2.0,965711342
19,653,2.0,965704331
19,674,4.0,965703973
19,708,3.0,965706615
19,762,1.0,965708038
19,783,4.0,965709144
19,799,3.0,965705040
19,829,2.0,965706415
19,866,2.0,965710781
19,879,1.0,965705195
19,881,1.0,965707137
19,910,4.0,965705661
19,915,2.0,965706045
19,930,3.0,965710781
19,965,2.0,965710693
19,1032,1.0,965709068
19,1037,1.0,965703940
19,1077,3.0,965703605
19,1079,4.0,965705725
19,1097,5.0,965709282
19,1127,3.0,965709478
19,1129,3.0,965703727
19,1219,4.0,965704863
19,1256,4.0,965705619
19,1267,3.0,965710521
19,1291,5.0,965709426
19,1324,2.0,965705263
19,1345,3.0,965704931
19,1367,1.0,965706615
19,1377,3.0,965706683
19,1394,3.0,965705619
19,1396,3.0,965703627
19,1456,2.0,965706185
19,1461,3.0,965707769
19,1479,3.0,965711598
19,1499,1.0,965711994
19,1500,2.0,965705962
19,1550,2.0,965706866
19,1556,1.0,965712048
19,1566,4.0,965706297
19,1573,4.0,965703727
19,1593,2.0,965708002
19,1610,3.0,965710871
19,1653,4.0,965703628
19,1665,1.0,965707552
19,1689,2.0,965706967
19,1717,3.0,965705195
19,1777,3.0,965706438
19,1798,1.0,965712048
19,1816,1.0,965706415
19,1881,1.0,965704375
19,1888,2.0,965707419
19,1892,2.0,965712882
19,1906,2.0,965706657
19,1909,3.0,965703785
19,1918,3.0,965708059
19,1919,2.0,965705572
19,1967,5.0,965704281
19,2000,3.0,965705942
19,2003,3.0,965706389
19,2033,3.0,965709172
19,2040,2.0,965706728
19,2094,4.0,965703915
19,2100,3.0,965704281
19,2105,3.0,965703853
19,2108,3.0,965706140
19,2111,3.0,965706140
19,2133,3.0,965706484
19,2139,3.0,965709025
19,2144,3.0,965706297
19,2169,2.0,965707889
19,2171,2.0,965706728
19,2203,3.0,965710671
19,2244,2.0,965706507
19,2249,3.0,965707637
19,2261,2.0,965706636
19,2266,3.0,965707828
19,2315,2.0,965705263
19,2371,4.0,965706592
19,2387,3.0,965706907
19,2393,3.0,965703940
19,2407,2.0,965706592
19,2414,3.0,965709785
19,2458,2.0,965708098
19,2465,1.0,965705405
19,2513,1.0,965705195
19,2518,2.0,965706728
19,2550,3.0,965704904
19,2558,2.0,965706415
19,2581,3.0,965706839
19,2605,2.0,965711649
19,2642,1.0,965704033
19,2657,3.0,965704999
19,2699,3.0,965703915
19,2706,3.0,965706636
19,2716,4.0,965704931
19,2717,1.0,965705195
19,2722,2.0,965711529
19,2723,5.0,965706484
19,2733,2.0,965707746
19,2762,4.0,965710565
19,2806,2.0,965706795
19,2808,2.0,965701107
19,2822,2.0,965710019
19,2857,3.0,965709047
19,2860,2.0,965706684
19,2888,3.0,965707828
19,2900,2.0,965703885
19,2901,1.0,965705137
19,2915,2.0,965706337
19,2918,5.0,965705867
19,2936,4.0,965705867
19,2959,5.0,965703109
19,2985,3.0,965703785
19,2997,4.0,965705619
19,3005,2.0,965711873
19,3017,2.0,965705301
19,3035,4.0,965705619
19,3048,2.0,965707487
19,3081,3.0,965703033
19,3087,3.0,965706297
19,3248,2.0,965708339
19,3255,2.0,965706209
19,3257,2.0,965711810
19,3263,2.0,965706592
19,3264,3.0,965705040
19,3273,2.0,965703084
19,3316,2.0,965703425
19,3324,2.0,965703084
19,3424,2.0,965705784
19,3450,3.0,965706185
19,3454,2.0,965703458
19,3484,2.0,965703269
19,3499,3.0,965704904
19,3584,2.0,965711794
19,3662,3.0,965703646
19,3701,2.0,965703756
19,3704,2.0,965703756
19,3743,2.0,965702940
19,3751,3.0,965702777
19,3752,3.0,965702843
19,3754,4.0,965702777
19,3793,4.0,965702777
19,3797,3.0,965702954
19,3798,2.0,965702843
19,3809,3.0,965706415
20,2,3.0,1054038313
20,13,4.0,1054038425
20,317,3.5,1054038283
20,594,5.0,1054038083
20,596,4.5,1054038175
20,709,3.0,1054038318
20,801,2.5,1054038390
20,899,4.0,1054147395
20,1010,3.0,1054038376
20,1018,3.5,1054038336
20,1022,4.5,1054038135
20,1029,4.5,1054038189
20,1031,3.0,1054038326
20,1073,5.0,1054038071
20,1367,3.0,1054038378
20,1566,4.5,1054038231
20,1947,5.0,1054147380
20,2006,2.0,1054036200
20,2048,3.5,1054038325
20,2054,2.5,1054036164
20,2078,4.5,1054038081
20,2080,4.0,1054038091
20,2083,5.0,1054038103
20,2087,4.5,1054038136
20,2090,3.0,1054038269
20,2092,3.0,1054147515
20,2100,3.5,1054036178
20,2135,5.0,1054147519
20,2167,2.0,1054036297
20,2294,3.5,1054038140
20,2300,5.0,1054147430
20,2394,5.0,1054038545
20,2565,3.5,1054147376
20,2700,4.5,1054038561
20,2701,1.0,1054036268
20,2709,5.0,1054038446
20,3301,3.5,1054037596
20,3397,5.0,1054038117
20,3408,3.5,1054037151
20,3535,1.0,1054037573
20,3751,5.0,1054037147
20,3852,4.0,1054037964
20,3972,3.0,1054147174
20,3990,0.5,1054037862
20,3999,2.0,1054147273
20,4016,4.5,1054037249
20,4019,4.0,1054037081
20,4022,3.5,1054036206
20,4344,3.5,1054147210
20,4367,0.5,1054147289
20,4447,3.0,1054037488
20,4720,3.5,1054037141
20,4734,1.0,1054037534
20,4783,3.5,1054037095
20,4821,0.5,1054037528
20,4848,1.5,1054037367
20,4865,3.0,1054037653
20,4886,4.0,1054037089
20,4901,3.5,1054037324
20,4990,4.0,1054037593
20,5015,4.0,1054037122
20,5171,2.0,1054037913
20,5254,3.0,1054147243
20,5388,4.0,1054037110
20,5419,0.5,1054037857
20,5481,1.0,1054037494
20,5679,3.5,1054037411
20,6157,2.0,1054036811
20,6345,5.0,1054036623
21,48,3.0,1376822924
21,170,2.0,1376823399
21,364,4.0,1418063557
21,367,3.0,1407617838
21,435,1.0,1403461004
21,589,3.5,1418846818
21,648,4.5,1403637454
21,719,3.5,1419794740
21,733,3.5,1412967983
21,1036,3.5,1418063296
21,1148,3.0,1403459916
21,1200,2.0,1419795311
21,1210,4.5,1417378078
21,1265,3.5,1428775428
21,1291,4.0,1417378089
21,1370,3.5,1418063292
21,1391,0.5,1468113524
21,1527,2.5,1403460635
21,1580,4.5,1407617833
21,1704,3.5,1418932074
21,1721,3.5,1418846922
21,1722,5.0,1376823419
21,2001,2.5,1376823286
21,2012,5.0,1418063227
21,2023,2.5,1428775446
21,2052,3.0,1500701912
21,2355,3.0,1441826921
21,2424,4.0,1423422347
21,2571,4.0,1412967844
21,2724,3.0,1376823007
21,2916,4.0,1418846927
21,2947,4.5,1403460424
21,2989,4.5,1403459790
21,2990,4.5,1403459797
21,2991,4.5,1403460842
21,3082,5.0,1376822996
21,3462,3.0,1407617682
21,3489,3.5,1419794797
21,3617,2.0,1403459815
21,3639,4.5,1403459833
21,3697,2.5,1468113456
21,3869,4.0,1403460993
21,4005,4.0,1403460891
21,4446,3.5,1412967924
21,4489,4.5,1441393840
21,4545,4.0,1419025398
21,4896,4.0,1418932147
21,5418,4.0,1412967834
21,5952,2.0,1419025155
21,6166,2.0,1419794816
21,6548,3.5,1421521954
21,7143,4.0,1412967530
21,8368,4.0,1412968057
21,8574,0.5,1418063157
21,8665,4.0,1407617301
21,8961,3.5,1441393027
21,30825,3.5,1421521760
21,32296,3.5,1500701989
21,32587,3.0,1468113492
21,33615,4.0,1413055282
21,38038,1.5,1468114330
21,40815,4.0,1403460886
21,44022,3.5,1427558491
21,50872,3.5,1452051990
21,51662,3.5,1452052044
21,52730,0.5,1418063085
21,53121,4.5,1403460883
21,53996,3.5,1468113351
21,60074,3.5,1423422271
21,66934,0.5,1419794430
21,68793,3.5,1419794523
21,72998,4.0,1418847046
21,73106,2.0,1376823744
21,73319,3.0,1419794924
21,73858,1.5,1418063012
21,76251,2.5,1441826938
21,79134,2.0,1419794777
21,80463,3.0,1419025199
21,81591,1.0,1418846850
21,82202,4.0,1427558240
21,84152,3.5,1421521681
21,85259,4.0,1418932202
21,87520,3.5,1468113498
21,88125,4.0,1412967987
21,88140,3.5,1441393049
21,91535,3.5,1468113336
21,94503,3.0,1427558499
21,95067,3.0,1419794692
21,95170,4.0,1418062991
21,96004,2.0,1418063462
21,96079,4.0,1419795339
21,99114,3.5,1441826975
21,103335,4.0,1403460687
21,103384,4.0,1403460773
21,103819,1.5,1376823528
21,103883,3.5,1403460744
21,104374,3.5,1403460501
21,105653,4.0,1403460774
21,106916,3.0,1403460691
21,108190,3.5,1500701759
21,109576,2.5,1403460135
21,110102,3.5,1407619805
21,110130,4.0,1403460142
21,111844,3.5,1403460002
21,112175,3.5,1418063384
21,114818,1.0,1419794281
21,116823,3.5,1452051997
21,119964,2.0,1419794135
21,122882,3.5,1436989603
21,134853,4.0,1441392913
21,135133,3.5,1452051811
21,135536,3.5,1500701506
21,135887,4.5,1436989124
21,143385,4.0,1452051884
21,148675,2.0,1452051802
21,149380,1.5,1452051859
21,164179,4.0,1500701551
22,216,4.0,1268726081
22,253,4.0,1268726368
22,318,5.0,1268726193
22,2058,0.5,1268726061
22,2160,4.0,1268330584
22,2723,2.0,1268726093
22,3006,4.0,1268726047
22,5388,3.0,1268727177
22,5418,3.5,1268727381
22,5816,0.5,1268726358
22,7147,0.5,1268726811
22,7361,3.5,1268726531
22,8622,0.5,1268727113
22,30707,2.0,1268726686
22,34437,3.0,1268726958
22,37733,2.5,1268726871
22,37741,3.5,1268726773
22,48394,1.5,1268726542
22,48516,2.5,1268726520
22,48780,4.0,1268726262
22,50872,1.5,1268726651
22,52281,0.5,1268726845
22,54503,3.5,1268727474
22,55820,4.0,1268726559
22,56171,0.5,1268726349
22,56367,0.5,1268727294
22,56782,4.0,1268726640
22,59315,0.5,1268727313
22,68157,4.0,1268726556
22,68358,0.5,1268727244
22,68536,4.0,1268726494
22,69757,0.5,1268726748
22,70286,0.5,1268726596
23,300,3.0,1107342187
23,334,4.0,1107164085
23,750,3.0,1107164374
23,778,4.0,1107341701
23,913,4.0,1107164441
23,1089,4.0,1107163817
23,1175,4.0,1107163646
23,1212,5.0,1107162640
23,1213,3.0,1107164469
23,1214,4.0,1107341579
23,1218,3.5,1107164383
23,1221,3.5,1107163341
23,1222,5.0,1107341684
23,1233,5.0,1107162927
23,1249,3.5,1107341734
23,1258,5.0,1107341607
23,1274,4.0,1107163495
23,1284,5.0,1107162632
23,1711,4.0,1107162645
23,1748,3.5,1107162537
23,2019,3.0,1107164361
23,2467,4.0,1107162749
23,2579,4.0,1107163393
23,3108,3.5,1107164068
23,3181,3.5,1107164248
23,3424,3.0,1107341807
23,3949,5.0,1107162656
23,4027,3.0,1107341758
23,4973,3.5,1107163755
23,5618,4.0,1107163683
23,5782,4.0,1107164450
23,5971,4.0,1107163678
23,6790,3.5,1107163498
23,6874,3.0,1107162696
23,7069,3.0,1107341955
23,7099,4.0,1107163471
23,7924,3.5,1107341502
23,8012,4.0,1107164430
23,8228,4.0,1107162877
23,8636,3.0,1107162817
24,253,3.5,1458941225
24,296,4.0,1458942020
24,780,3.5,1458942032
24,1047,2.0,1458941870
24,1580,4.0,1458941715
24,1639,3.0,1458941213
24,1653,3.0,1458941019
24,1663,3.5,1458941784
24,1784,4.0,1458940984
24,2115,4.0,1458941695
24,2405,2.5,1458941272
24,2421,3.5,1458941291
24,2424,4.0,1458941144
24,2571,4.0,1458941533
24,3556,2.0,1458941220
24,3578,4.0,1458941548
24,4262,4.0,1458941756
24,4701,3.5,1458941858
24,7293,3.5,1458941192
24,33679,3.5,1458941855
